Listagem de Filmes Brasileiros e Estrangeiros Exibidos - 2009 a 2019;;;;;;;;;;
;;;;;;;;;;
Ano de exibição;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Público no ano de exibição;Renda (R$) no ano de exibição
2013;A Rebelião;E1600196700000;Ficção;França;Estrangeira;31/08/2012;Imovision;Distribuição Nacional;78;855
2013;A religiosa;E1402380400000;Ficção;Alemanha, França, Bélgica;Estrangeira;06/09/2013;Imovision;Distribuição Nacional;8.770;98.647,09
2013;A saga Crepúsculo: Amanhecer – Parte 2 O final;E1500545000000;Ficção;Estados Unidos;Estrangeira;15/11/2012;Paris;Distribuição Nacional;142.763;1.328.188,94
2013;A Separação;E1600211200000;Ficção;Irã;Estrangeira;20/01/2012;Imovision;Distribuição Nacional;25;132
2013;A Sombra do Inimigo;E1500365300000;Ficção;Estados Unidos;Estrangeira;07/12/2012;Playarte;Distribuição Nacional;18.540;258.482,90
2013;A sorte em suas mãos;B1301971700000;Ficção;Brasil, Argentina;Brasileira;23/08/2013;Imovision;Distribuição Nacional;24.968;315.067,12
2013;A Viagem;E1500412300000;Ficção;Alemanha, Cingapura, Estados Unidos, Hong Kong;Estrangeira;11/01/2013;Imagem;Distribuição Nacional;836.123;9.632.084,29
2013;A Vida de Outra Mulher;E1600186000000;Ficção;Bélgica, França, Luxemburgo;Estrangeira;17/08/2012;Imovision;Distribuição Nacional;3.989;41.095,14
2013;A Vida dos Peixes;E1500725500000;Ficção;Chile, França;Estrangeira;06/04/2012;Esfera Produções;Distribuição Nacional;269;3.014,50
2013;A Vida Secreta de Walter Mitty;E1600134100000;Ficção;Estados Unidos;Estrangeira;20/12/2013;Fox;Distribuição Internacional;503.118;6.258.857,00
2013;A Visitante Francesa;E1500873200000;Ficção;Coréia do Sul;Estrangeira;05/04/2013;Pandora Filmes;Distribuição Nacional;23.030;286.048,19
2013;A voz adormecida;E1500490200000;Ficção;Espanha;Estrangeira;12/07/2013;Imovision;Distribuição Nacional;3.836;48.011,27
2013;A árvore do amor;E1600214400000;Ficção;China;Estrangeira;21/10/2011;Serendip;Distribuição Nacional;101;882
2013;A Última Casa da Rua;E1600190500000;Ficção;Canadá, Estados Unidos;Estrangeira;07/12/2012;Paris;Distribuição Nacional;1.712;11.178,50
2013;A Última Estação (2013);B1201614400000;Ficção;Brasil;Brasileira;27/09/2013;Polifilmes;Distribuição Nacional;1.847;20.991,45
2013;Aconteceu em Saint-Tropez;E1500842900000;Ficção;França;Estrangeira;14/06/2013;Esfera Produções;Distribuição Nacional;18.456;230.148,00
2013;Adeus Berthe: O Enterro da Vovó;E1600179600000;Ficção;França;Estrangeira;29/03/2013;Alphaville Filmes;Distribuição Nacional;2.819;32.668,50
2013;Adeus, minha rainha;E1600160800000;Ficção;Espanha, França;Estrangeira;14/06/2013;Alphaville Filmes;Distribuição Nacional;24.166;270.838,89
2013;Adeus, Primeiro Amor;E1600212700000;Ficção;Alemanha, França;Estrangeira;16/12/2011;Imovision;Distribuição Nacional;134;1.086,00
2013;Albert Nobbs;E1600205600000;Ficção;Irlanda, Reino Unido;Estrangeira;24/02/2012;Paris;Distribuição Nacional;27;135
2013;Almas silenciosas;E1600161000000;Ficção;Rússia;Estrangeira;30/08/2013;Filmes da Mostra;Distribuição Nacional;1.781;10.593,40
2013;Alvo duplo;E1500411800000;Ficção;Estados Unidos;Estrangeira;12/04/2013;Imagem;Distribuição Nacional;77.120;822.807,34
2013;Além da escuridão - Star Trek;E1402518300000;Ficção;Estados Unidos;Estrangeira;14/06/2013;Paramount;Distribuição Internacional;803.146;11.500.353,00
2013;Além da Fronteira;E1500523700000;Ficção;Estados Unidos, Israel;Estrangeira;13/12/2013;Europa;Distribuição Nacional;4.419;57.827,82
2013;Além da Liberdade;E1600240700000;Ficção;França, Reino Unido;Estrangeira;27/07/2012;Paris;Distribuição Nacional;95;936
2013;Além das Montanhas;E1600190400000;Ficção;Bulgária, França, Romênia;Estrangeira;11/01/2013;Califórnia;Distribuição Nacional;13.320;148.751,00
2013;Além do arco-íris;E1600186500000;Ficção;França;Estrangeira;07/06/2013;Pandora Filmes;Distribuição Nacional;10.596;114.889,99
2013;Amanhecer violento;E1500411900000;Ficção;Estados Unidos;Estrangeira;01/03/2013;Imagem;Distribuição Nacional;89.261;909.190,20
2013;Amazônia Desconhecida;B1301761800000;Documentário;Brasil;Brasileira;06/12/2013;Elo Company;Distribuição Nacional;67;425
2013;Amigos inseparáveis;E1600188500000;Ficção;Estados Unidos;Estrangeira;08/03/2013;Paris;Distribuição Nacional;38.993;479.275,50
2013;Amor;E1500667700000;Ficção;França;Estrangeira;18/01/2013;Imovision;Distribuição Nacional;223.831;2.653.033,58
2013;Amor Bandido;E1600102600000;Ficção;Estados Unidos;Estrangeira;01/11/2013;Califórnia;Distribuição Nacional;13.762;185.869,11
2013;Amor em Trânsito;E1600180700000;Ficção;Argentina;Estrangeira;21/12/2012;Tucumán;Distribuição Nacional;1.146;10.393,30
2013;Amor Pleno;E1600160300000;Ficção;Estados Unidos;Estrangeira;26/07/2013;Paris;Distribuição Nacional;55.359;750.624,76
2013;Amor profundo;E1500423800000;Ficção;Estados Unidos, Inglaterra;Estrangeira;10/05/2013;Imagem;Distribuição Nacional;21.870;313.141,90
2013;Amor é tudo o que você precisa;E1600188700000;Ficção;Alemanha, Dinamarca, França, Itália, Suécia;Estrangeira;08/03/2013;Serendip;Distribuição Nacional;91.487;1.103.546,45
2013;Amorosa Soledad;E1500541100000;Ficção;Argentina;Estrangeira;10/05/2013;Esfera Produções;Distribuição Nacional;6.307;85.500,00
2013;América – Uma história portuguesa;B1201604900000;Ficção;Brasil;Brasileira;22/02/2013;Panda Filmes;Distribuição Nacional;307;3.422,00
2013;Angie;B1301759600000;Ficção;Brasil, Estados Unidos;Brasileira;12/04/2013;H2O Films/RioFilme;Distribuição Nacional;9.115;99.349,14
2013;Animais unidos jamais serão vencidos;E1600247500000;Animação;Alemanha;Estrangeira;18/03/2011;Playarte;Distribuição Nacional;3;19,5
2013;Anita e Garibaldi;B1301738800000;Ficção;Brasil;Brasileira;06/12/2013;Ab Filmes/Polifilmes;Distribuição Nacional;942;10.729,24
2013;Anna Karenina;E1402516300000;Ficção;Reino Unido;Estrangeira;15/03/2013;Universal;Distribuição Internacional;158.855;2.185.675,00
2013;Anos incríveis;E1600628300000;Ficção;França;Estrangeira;20/09/2013;Alphaville Filmes;Distribuição Nacional;5.061;63.318,56
2013;Antes da meia noite;E1600233600000;Ficção;Estados Unidos, Grécia;Estrangeira;15/06/2013;Diamond Films;Distribuição Nacional;110.211;1.505.418,19
2013;Apenas o Vento;E1600160700000;Ficção;Alemanha, França, Hungria;Estrangeira;26/07/2013;Zeta Filmes;Distribuição Nacional;6.112;76.745,45
2013;Aposta máxima;E1500680800000;Ficção;Estados Unidos;Estrangeira;04/10/2013;Fox;Distribuição Internacional;208.632;2.658.176,00
2013;Argo;E1500332200000;Ficção;Estados Unidos;Estrangeira;09/11/2012;Warner;Distribuição Internacional;123.889;1.575.090,00
2013;Artigas - La redota;B1301712400000;Ficção;Brasil, Espanha, Uruguai;Brasileira;24/05/2013;Panda Filmes;Distribuição Nacional;2.318;22.519,74
2013;As aventuras de Pi;E1500452400000;Ficção;Estados Unidos;Estrangeira;21/12/2012;Fox;Distribuição Internacional;1.202.734;15.845.823,00
2013;As Aventuras de Tadeo;E1402668400000;Animação;Espanha;Estrangeira;08/02/2013;Paramount;Distribuição Internacional;601.615;7.590.473,00
2013;As Bem-armadas;E1500592800000;Ficção;Estados Unidos;Estrangeira;20/09/2013;Fox;Distribuição Internacional;733.824;7.847.433,00
2013;As Hiper Mulheres;B1101473600000;Documentário;Brasil;Brasileira;07/06/2013;Vitrine Filmes;Distribuição Nacional;799;7.791,50
2013;As horas vulgares;B1301860500000;Ficção;Brasil;Brasileira;09/08/2013;Petrini;Distribuição Nacional;ND;ND
2013;As Neves do Kilimanjaro;E1500587500000;Ficção;França;Estrangeira;06/04/2012;Imovision;Distribuição Nacional;98;714
2013;As Palavras;E1500209600000;Ficção;Estados Unidos;Estrangeira;23/11/2012;Imagem;Distribuição Nacional;931;7.363,00
2013;As quatro voltas;E1600221200000;Ficção;Alemanha, Itália, Suécia;Estrangeira;21/12/2012;Filmes da Mostra;Distribuição Nacional;3.274;33.680,74
2013;As sessões;E1500452600000;Ficção;Estados Unidos;Estrangeira;15/02/2013;Fox;Distribuição Internacional;31.585;354.462,00
2013;As vantagens de ser invisível;E1402641300000;Ficção;Estados Unidos;Estrangeira;19/10/2012;Paris;Distribuição Nacional;8.819;63.475,53
2013;Atividade paranormal 4;E1402375600000;Ficção;Estados Unidos;Estrangeira;19/10/2012;Paramount;Distribuição Internacional;1.294;9.518,00
2013;Atrás da porta;E1600178900000;Ficção;Alemanha, Hungria;Estrangeira;01/03/2013;Califórnia;Distribuição Nacional;12.007;120.210,05
2013;Até que a Sorte nos Separe;B1201657700000;Ficção;Brasil;Brasileira;05/10/2012;Downtown/Paris/RioFilme;Distribuição Nacional;4.042;21.890,00
2013;Até que a Sorte nos Separe 2;B1302035000000;Ficção;Brasil;Brasileira;27/12/2013;Downtown/Paris;Distribuição Nacional;1.047.498;12.151.888,94
2013;Augustine;E1500491500000;Ficção;França;Estrangeira;28/06/2013;Imovision;Distribuição Nacional;28.903;371.159,40
2013;Aviões;E1600149500000;Animação;Estados Unidos;Estrangeira;13/09/2013;Disney;Distribuição Internacional;1.204.441;14.279.945,00
2013;Azul Profundo;E1500361600000;Ficção;Grécia;Estrangeira;14/12/2012;Lume Produções Cinematográficas;Distribuição Nacional;51;310
2013;Azul é a Cor Mais Quente;E1500911100000;Ficção;Bélgica, Espanha, França;Estrangeira;06/12/2013;Imovision;Distribuição Nacional;68.416;849.816,32
2013;Barbara;E1500788200000;Ficção;Alemanha;Estrangeira;11/01/2013;Pandora Filmes;Distribuição Nacional;36.873;424.052,23
2013;Bastardos;E1500490300000;Ficção;Alemanha, França;Estrangeira;18/10/2013;Imovision;Distribuição Nacional;11.006;150.623,45
2013;Beaufort;E1600181100000;Ficção;Israel;Estrangeira;06/07/2012;Pandora Filmes;Distribuição Nacional;64;463
2013;Beije-me outra vez;Sem ROE;Ficção;Itália;Estrangeira;10/05/2013;Petrini;Distribuição Nacional;ND;ND
2013;Bem Amadas;E1600212300000;Ficção;França;Estrangeira;13/07/2012;Imovision;Distribuição Nacional;541;4.510,51
2013;Biblioteca pascal;E1600218900000;Ficção;Hungria;Estrangeira;13/09/2013;Tucumán;Distribuição Nacional;2.573;27.616,03
2013;Bling Ring - A gangue de Hollywood;E1600233100000;Ficção;Estados Unidos;Estrangeira;16/08/2013;Diamond Films;Distribuição Nacional;100.954;1.354.585,74
2013;Blue Jasmine;E1500410000000;Ficção;Estados Unidos;Estrangeira;15/11/2013;Imagem;Distribuição Nacional;338.577;4.945.341,00
2013;Boa sorte, meu amor;B1301899900000;Ficção;Brasil;Brasileira;23/08/2013;Cicatrix Filmes;Distribuição Nacional;4.032;31.674,35
2013;Boca;B1201623700000;Ficção;Brasil;Brasileira;28/09/2012;Vinny Filmes;Distribuição Nacional;12;60
2013;Bonitinha, mas ordinária;B1301739100000;Ficção;Brasil;Brasileira;24/05/2013;Califórnia;Distribuição Nacional;13.997;139.529,27
2013;Bons de Bico;E1500410300000;Animação;Estados Unidos;Estrangeira;08/11/2013;Imagem;Distribuição Nacional;940.046;10.627.582,30
2013;Branca de Neve;E1500499000000;Ficção;Bélgica, Espanha, França;Estrangeira;05/07/2013;Imovision;Distribuição Nacional;13.649;183.811,11
2013;Brichos II - A floresta é nossa;B1201627800000;Animação;Brasil;Brasileira;21/12/2012;Signopus;Distribuição Nacional;8.600;62.408,52
2013;Bullying;E1600177700000;Documentário;Estados Unidos;Estrangeira;07/12/2012;Vinny Filmes;Distribuição Nacional;29;276
2013;Cabra Marcado para Morrer;B0500327100000;Documentário;Brasil;Brasileira;Relançamento;Mapa Filmes do Brasil;Distribuição Nacional;518;3.361,27
2013;Caleuche - O Chamado do Mar;B1301815500000;Ficção;Brasil, Chile;Brasileira;01/11/2013;Disney;Distribuição Internacional;497;6.528,00
2013;Camille Claudel, 1915;E1600102400000;Ficção;França;Estrangeira;09/08/2013;Califórnia;Distribuição Nacional;18.766;223.064,68
2013;Camille outra vez;E1600160500000;Ficção;França;Estrangeira;30/05/2013;Imovision;Distribuição Nacional;13.792;167.472,21
2013;Caminho para o nada;E1600213300000;Ficção;Estados Unidos;Estrangeira;11/11/2011;Lume Produções Cinematográficas;Distribuição Nacional;20;120
2013;Capitão Phillips;E1600145300000;Ficção;Estados Unidos;Estrangeira;08/11/2013;Sony;Distribuição Internacional;577.592;7.716.721,25
2013;Cara ou coroa;B1201586300000;Ficção;Brasil;Brasileira;07/09/2012;Espaço Filmes;Distribuição Nacional;129;1.057,20
2013;Carreras;B1301812000000;Ficção;Brasil;Brasileira;09/08/2013;Tigre Produções Cinematográficas;Distribuição Nacional;16.908;76.447,52
2013;Carrie, A Estranha;E1500490800000;Ficção;Estados Unidos;Estrangeira;06/12/2013;Sony;Distribuição Internacional;576.286;6.359.403,75
2013;Casa da mãe Joana 2;B1301910300000;Ficção;Brasil;Brasileira;06/09/2013;Imagem;Distribuição Nacional;152.596;1.599.981,15
2013;Caverna dos sonhos esquecidos;E1600191600000;Documentário;Alemanha, Canadá, Estados Unidos, França, Reino Unido;Estrangeira;25/01/2013;Zeta Filmes;Distribuição Nacional;27.428;247.291,49
2013;Caça aos Gângsteres;E1500577100000;Ficção;Estados Unidos;Estrangeira;01/02/2013;Warner;Distribuição Internacional;187.072;2.047.478,00
2013;Celeste e Jesse para Sempre;E1500718200000;Ficção;Estados Unidos;Estrangeira;30/11/2012;Sony;Distribuição Internacional;2.691;20.088,68
2013;Chamada a cobrar;B1201671000000;Ficção;Brasil;Brasileira;21/06/2013;Gullane Entretenimento;Distribuição Nacional;527;6.479,84
2013;Chamada de emergência;E1600234600000;Ficção;Estados Unidos;Estrangeira;12/04/2013;Diamond Films;Distribuição Nacional;101.358;1.265.186,62
2013;Cidade Cinza;B1301984500000;Documentário;Brasil;Brasileira;22/11/2013;Espaço Filmes;Distribuição Nacional;7.792;95.757,39
2013;Cinco dias sem nora;E1500574500000;Ficção;México;Estrangeira;06/05/2011;Esfera Produções;Distribuição Nacional;87;729
2013;Cine Holliúdy;B1201647900000;Ficção;Brasil;Brasileira;09/08/2013;Downtown/Paris;Distribuição Nacional;485.259;5.024.612,51
2013;Cinzas e sangue;E1600556300000;Ficção;França;Estrangeira;15/03/2013;Filmes da Mostra;Distribuição Nacional;572;6.816,35
2013;Circular;B1101504000000;Ficção;Brasil;Brasileira;12/10/2012;Grafo Audiovisual;Distribuição Nacional;98;280
2013;Cirque Du Soleil - Outros Mundos;E1500892600000;Ficção;Estados Unidos;Estrangeira;22/02/2013;Paramount;Distribuição Internacional;66.126;910.770,00
2013;Colegas;B1201660900000;Ficção;Brasil;Brasileira;01/03/2013;Europa;Distribuição Nacional;163.624;1.721.553,23
2013;Como na canção dos Beatles - Norwegian Wood;E1500842100000;Ficção;Japão;Estrangeira;26/07/2013;Esfera Produções;Distribuição Nacional;2.030;25.871,00
2013;Como Não Perder Essa Mulher;E1500410800000;Ficção;Estados Unidos;Estrangeira;06/12/2013;Imagem;Distribuição Nacional;147.930;1.758.136,06
2013;Conexão Perigosa;E1600232200000;Ficção;Estados Unidos;Estrangeira;18/10/2013;Diamond Films;Distribuição Nacional;20.863;241.725,47
2013;Confissões de Adolescente - o Filme;B1301999100000;Ficção;Brasil;Brasileira;10/01/2014;Sony;Distribuição Internacional;18.749;213.112,75
2013;Confissões de um jovem apaixonado;E1600178800000;Ficção;Alemanha, França, Reino Unido;Estrangeira;17/05/2013;Imovision;Distribuição Nacional;4.220;48.513,02
2013;Contos da Noite;E1600158900000;Animação;França;Estrangeira;19/07/2013;Zeta Filmes;Distribuição Nacional;3.887;31.184,05
2013;Coração do Brasil;B1201622100000;Documentário;Brasil;Brasileira;19/04/2013;Pandora Filmes;Distribuição Nacional;631;5.815,14
2013;Corda Bamba;B1101527400000;Ficção;Brasil;Brasileira;11/10/2013;Copacabana Filmes;Distribuição Nacional;1.591;14.828,67
2013;Cores;B1301794500000;Ficção;Brasil;Brasileira;10/05/2013;Pandora Filmes;Distribuição Nacional;2.356;21.844,60
2013;Corpo Presente;B1201590900000;Ficção;Brasil;Brasileira;11/10/2013;Raiz Distribuidora;Distribuição Nacional;533;6.834,06
2013;Cosmópolis;E1402599600000;Ficção;Canadá;Estrangeira;07/09/2012;Imagem;Distribuição Nacional;701;4.613,00
2013;Crazy Horse;Sem ROE;Ficção;Estados Unidos;Estrangeira;28/06/2013;Petrini;Distribuição Nacional;ND;ND
2013;Cru;B1201660700000;Ficção;Brasil;Brasileira;10/05/2013;Cinema Cinema Produções;Distribuição Nacional;496;4.752,93
2013;Crô - O Filme;B1302000200000;Ficção;Brasil;Brasileira;29/11/2013;Downtown/Paris;Distribuição Nacional;1.652.949;18.078.147,61
2013;Cuica de Santo Amaro;B1301990000000;Documentário;Brasil;Brasileira;23/08/2013;Docdoma Filmes;Distribuição Nacional;750;5.938,50
2013;Curvas da Vida;E1600162200000;Ficção;Estados Unidos;Estrangeira;23/11/2012;Warner;Distribuição Internacional;826;5.946,00
2013;César deve morrer;E1500725000000;Ficção;Itália;Estrangeira;01/03/2013;Alphaville Filmes;Distribuição Nacional;13.330;152.546,81
2013;Círculo de Fogo;E1500259100000;Ficção;Estados Unidos;Estrangeira;09/08/2013;Warner;Distribuição Internacional;1.165.714;14.825.290,93
2013;De Coração aberto;E1600161300000;Ficção;Argentina, França;Estrangeira;08/02/2013;Imovision;Distribuição Nacional;22.109;253.704,12
2013;De pernas pro ar 2;B1201676800000;Ficção;Brasil;Brasileira;28/12/2012;Downtown/Paris/RioFilme;Distribuição Nacional;3.787.852;39.375.393,54
2013;De Volta para Casa;E1600167900000;Ficção;França;Estrangeira;21/09/2012;Imovision;Distribuição Nacional;268;1.541,50
2013;Deixe a luz acesa;E1600190900000;Ficção;Estados Unidos;Estrangeira;08/02/2013;Zeta Filmes;Distribuição Nacional;6.110;56.929,05
2013;Dentro da Casa;E1600177200000;Ficção;França;Estrangeira;29/03/2013;Califórnia;Distribuição Nacional;56.397;752.191,12
2013;Depois da Terra;E1500782300000;Ficção;Estados Unidos;Estrangeira;07/06/2013;Sony;Distribuição Internacional;1.293.122;13.829.228,75
2013;Depois de Lúcia;E1600172200000;Ficção;França, México;Estrangeira;15/03/2013;Imovision;Distribuição Nacional;7.514;81.860,85
2013;Depois de maio;E1600161200000;Ficção;França;Estrangeira;26/04/2013;Imovision;Distribuição Nacional;34.294;452.869,26
2013;Detona Ralph;E1500701000000;Animação;Estados Unidos;Estrangeira;04/01/2013;Disney;Distribuição Internacional;3.334.365;39.323.486,00
2013;Dezesseis luas;E1600191500000;Ficção;Estados Unidos;Estrangeira;01/03/2013;Paris;Distribuição Nacional;854.947;8.794.578,61
2013;Diana;E1600563000000;Ficção;Inglaterra;Estrangeira;18/10/2013;Imagem;Distribuição Nacional;64.121;914.567,80
2013;Dinheiro de Sangue;E1600159700000;Documentário;Estados Unidos;Estrangeira;15/11/2013;Europa;Distribuição Nacional;6.872;81.735,97
2013;Disparos;B1201652600000;Ficção;Brasil;Brasileira;23/11/2012;H2O Films;Distribuição Nacional;926;6.567,74
